Open_time,delta_open_price_ratio,delta_high_price_ratio,delta_low_price_ratio,delta_volume_ratio,delta_quote_asset_volume_ratio,delta_number_of_trades_ratio,delta_taker_buy_base_volume_ratio,delta_taker_buy_quote_volume_ratio,delta_close_price_ratio
1735732800000,-0.001403671881679125,0.0067901167947067706,0.005588127637585124,0.22286673426029108,0.23178600269575025,0.36467510111672785,0.27685041743604993,0.28556201804586373,0.012276252549102808
1735776000000,0.012276037204912263,0.01813146767012286,0.0105444909041681,0.5508303804737114,0.5731075968382888,0.2182222029254426,0.5321995131513256,0.5542808828837609,0.022636213988550292
1735819200000,0.0226364278164551,0.009941742249245846,0.016236545469955142,0.48251394104475087,0.5013060060408857,1.3474446872567318,0.37558998814018907,0.3932388145331511,0.0026030416303681747
1735862400000,0.0026029379839350953,-0.005080361203808254,0.0018286237315557107,-0.6426788764112844,-0.6435641529391914,-0.6770701942450843,-0.6288912012023402,-0.6298048168853133,-0.0023427384850757717
1735905600000,-0.0023428415940271318,0.01679092901308002,0.0038753377861250825,1.253669005041503,1.280221007828823,1.5275724991370254,1.1838937361444435,1.209407242664434,0.014640713420075111
1735948800000,0.014640714933208752,-0.006333497378328035,0.010989149957143288,-0.6018263205322872,-0.6010647952672993,-0.6771105769066035,-0.58540707138209,-0.5845700061685536,-0.0029008645654080697
1735992000000,-0.0029006611413165406,0.0043557684369014945,-0.0001824005886033995,0.13694934599266523,0.13753246653607898,0.3649169616530354,0.04849471662792127,0.04923122739471983,0.003382491197462775
1736035200000,0.003382490851920643,-0.0025883181176295095,0.0008738161667579493,-0.3892696423214246,-0.38919664110565816,-0.3863288265524292,-0.39304924910597244,-0.39307993021642496,-0.005893576188270222
1736078400000,-0.005893779211694171,0.0031879943274022273,-0.0033115778688525247,0.7713553831827935,0.7716887541159834,1.0511260287013793,0.8690856748282634,0.8696806969369479,0.00739418217414023
1736121600000,0.0073942853467609945,0.010675674103332857,0.006612163086384804,0.6344362559753576,0.6520248011462741,0.3279051462919203,0.6681909525748844,0.6860031090126744,0.00911292296002561
1736164800000,0.00911292296002561,0.025907980619068596,0.008087622549019631,0.9871695355001329,1.0303100180204356,0.5607848010254564,0.9754616672665712,1.017962137768585,0.029977939751958473
1736208000000,0.029977939751958473,0.002384660421545713,0.01783482322401925,-0.5784238586190068,-0.5769639128866685,-0.6040119873416805,-0.6256305698490376,-0.62407967806271,-0.013740223562046931
1736251200000,-0.013740223562046931,-0.017175280103905295,-0.04270464191925249,2.5249978543226432,2.402856887839417,2.8172854345925873,2.7534274064264004,2.6200872718230124,-0.038443091728068174
1736294400000,-0.03844319090405452,-0.03656307256552743,-0.01702972734657413,-0.4958045429785313,-0.5064528405878553,-0.5258815686188357,-0.5041661738817017,-0.5144242481719362,-0.01876847320617351
1736337600000,-0.01876837200091597,-0.012227269526203842,-0.021608595206499992,0.676633796202573,0.6508690536382901,1.071994411107923,0.7245865259574207,0.6991123951174455,-0.0007811011981720032
1736380800000,-0.0007811011981720032,-0.0072544226999108645,0.0026929467713287746,-0.39285266952334624,-0.39699406315138974,-0.45681417507366245,-0.42884183469410553,-0.43304476387915836,-0.016782766279324367
1736424000000,-0.016782766279324367,-0.007308167803005913,-0.016672021563342337,0.6949431162029448,0.6727139057153987,1.1812968809133093,0.6819943807348203,0.6603182188511996,-0.00976555666743655
1736467200000,-0.00976555666743655,0.006422858893016538,0.013465028326162727,-0.5684111337273948,-0.5621295393182182,-0.49557058510380875,-0.4975249391959445,-0.49027592155741473,0.02724356740699242
1736510400000,0.02724356740699242,0.005693993497975787,-0.002441910369956203,1.3574946807773596,1.3592415922384058,0.6534734398123385,1.23420129699202,1.23569917171911,-0.003658625732916288
1736553600000,-0.003658730914198803,-0.01089705329938647,0.01763127830482209,-0.8518461576641961,-0.8514938771376361,-0.7840737556932599,-0.8593376178291087,-0.859022575475609,-0.001060531251626467
1736596800000,-0.0010603202285326043,0.0027351559477747788,0.001628660155791724,0.15197615221414904,0.15474715470662354,0.01029877879190555,0.24860903597359474,0.25162828651595864,-0.0002711738307740971
1736640000000,-0.00027127948169659535,-0.0037026461810898696,-0.0029085631627751643,-0.1831088136274867,-0.1854958974742139,-0.26270866359545064,-0.2878513089123275,-0.28991453295924213,-0.003645772055578435
1736683200000,-0.003645772055578435,0.007931445949798898,0.0009476989887760221,0.7926390691385474,0.7988922928272778,0.9922311008495824,0.9852788391602736,0.9919931013961086,0.003076332209079316
1736726400000,0.003076438304134218,0.005132524743295126,-0.03162985074626871,1.9338250280726752,1.880656019269594,1.2464686778219114,1.6369782992287032,1.5942504842094494,-0.039069624579010226
1736769600000,-0.03906962044662943,-0.012641755263706544,-0.017355233421465575,0.6293699506550312,0.610455610744106,0.3138184336061623,0.7566666866309412,0.7343244144643436,0.040559499366106526
1736812800000,0.04055949490172015,0.02791016092007419,0.057021272018937724,-0.539658082849107,-0.5204316304357183,-0.49994892323115625,-0.4871858770861816,-0.4661154037452526,0.021282240329355533
1736856000000,0.021282132298441232,-0.0010836902157727053,0.010657978666235845,0.2904188836896115,0.30114953532302297,0.7808217581374006,0.2390177792000901,0.2493668497951341,0.0001327836380728908
1736899200000,0.00013268006269223306,0.004723978126669508,0.012042147937279871,-0.4255416253639192,-0.42163927849452887,-0.5628213859656194,-0.49953160292683235,-0.4961972298914286,0.0020849027235257892
1736942400000,0.002085110062722071,0.0302581858309279,0.00041212435233164844,1.385285348752468,1.4351749284878004,0.7484325098674853,1.9264202527397474,1.9866233680592726,0.03860154866291782
1736985600000,0.038601441327444155,0.0018346885250721348,0.021522529005403666,-0.49012079078639015,-0.4880296260658296,-0.420510726592449,-0.5536955576352321,-0.5516984694615945,-0.013320152222919305
1737028800000,-0.013320251728030726,-0.0022273960493982676,-0.013003973430692591,0.5392372193149952,0.5343725507680542,0.9263557149701046,0.6219798734866313,0.6164390807911704,0.00835619987391926
1737072000000,0.008356301565066967,0.019270882859132574,0.026872517661403434,-0.08305202742256197,-0.06140528345188811,-0.3995391085529357,0.028561149328939613,0.053011457107885476,0.022505858243997017
1737115200000,0.022505858243997017,0.03201134318144269,0.022462358218951088,0.5320332885853871,0.5717523662596832,0.6133893182635707,0.4043224883724239,0.4403096695034252,0.017996118844730218
1737158400000,0.017996021033357543,-0.01141404136315974,0.0007989557311008439,-0.46964718891038953,-0.4736317843027785,-0.35114073083786396,-0.5162387519815758,-0.5198348837431179,-0.004690640088518692
1737201600000,-0.00469054445693201,0.003172366993203689,0.008116150611742179,-0.06621401289837912,-0.060320630918387706,0.1857117900788951,-0.01287136487420958,-0.006309943778465419,0.009334362654672142
1737244800000,0.009334362654672142,0.006152080106007362,0.0033270082287784482,0.35909449933840526,0.3682173211007876,0.034485672407237086,0.34997029654016215,0.3592382105042604,-0.0018458967007513565
1737288000000,-0.0018458010584351664,0.007456351023782074,-0.03672367965839567,0.7203685897941398,0.7004647921511081,0.7604219027512483,0.7080044758340562,0.6885321671017721,-0.02904912007801971
1737331200000,-0.0290492131137362,0.02974532718337673,-0.0010195521195846913,0.608870525177606,0.6357648470599939,0.5844723053714111,0.7053226919219027,0.7347273302950371,0.06816848885298032
1737374400000,0.06816848885298032,-0.008102985728364468,0.007865394274234053,0.027624215862340158,0.021695216576283628,0.17713812343865798,-0.025371027577630455,-0.031245407080667267,-0.055240435557583234
1737417600000,-0.055240527945562064,-0.04348656453665451,-0.002132498779065775,-0.520225698874132,-0.5316497284782831,-0.47370833239644966,-0.5065896002914761,-0.5185285297749243,0.014651279615560425
