Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_volume,Taker_buy_quote_volume,Ignore
1735689600000,93576.00000000,93702.15000000,93537.50000000,93661.20000000,45.94160000,1735689899999,4301907.48382050,7448,16.87967000,1580504.06031420,0
1735689900000,93661.20000000,93678.02000000,93600.00000000,93607.10000000,71.94585000,1735690199999,6736120.65415710,4165,16.66761000,1560680.29120270,0
1735690200000,93607.10000000,93656.19000000,93489.03000000,93656.18000000,57.96928000,1735690499999,5423765.86237840,8175,29.65936000,2774717.27514420,0
1735690500000,93656.19000000,93840.05000000,93614.95000000,93796.35000000,39.74456000,1735690799999,3727084.21906240,8031,18.83666000,1766277.73341030,0
1735690800000,93796.35000000,93898.05000000,93707.81000000,93740.00000000,38.38053000,1735691099999,3600685.19324060,10064,23.35948000,2191366.84877680,0
1735691100000,93740.00000000,93761.90000000,93721.00000000,93761.90000000,17.29240000,1735691399999,1620904.87480740,2383,10.11237000,947855.04158700,0
1735691400000,93761.90000000,93963.67000000,93761.89000000,93882.92000000,41.20105000,1735691699999,3868313.54831360,9193,25.81812000,2423918.67493420,0
1735691700000,93882.91000000,93924.61000000,93836.61000000,93909.03000000,29.61201000,1735691999999,2779743.75395620,7252,18.09455000,1698547.96298920,0
1735692000000,93909.03000000,93952.97000000,93885.00000000,93885.01000000,23.55110000,1735692299999,2211783.83329780,5380,17.67409000,1659852.63716580,0
1735692300000,93885.00000000,93977.98000000,93864.44000000,93977.97000000,16.06620000,1735692599999,1509070.31327900,3953,12.73266000,1196010.99579390,0
1735692600000,93977.98000000,94330.59000000,93964.07000000,94260.00000000,153.78843000,1735692899999,14480872.92310240,13435,113.68314000,10704468.20190500,0
1735692900000,94260.00000000,94509.42000000,94212.13000000,94401.14000000,220.49709000,1735693199999,20808557.90004840,14046,117.56548000,11092578.05670260,0
1735693200000,94401.13000000,94408.72000000,94105.20000000,94118.41000000,49.21796000,1735693499999,4637588.99167470,12435,21.77630000,2051941.16446160,0
1735693500000,94118.41000000,94118.41000000,93880.00000000,94061.41000000,192.32691000,1735693799999,18073509.87961650,12540,96.14963000,9034640.00775940,0
1735693800000,94061.41000000,94172.00000000,94061.40000000,94153.05000000,43.02531000,1735694099999,4050345.96295670,6443,30.55240000,2876168.87779980,0
1735694100000,94153.04000000,94153.05000000,93971.28000000,93990.24000000,19.83923000,1735694399999,1865209.69322240,6469,8.71475000,819274.56338380,0
1735694400000,93990.23000000,93990.89000000,93850.39000000,93898.13000000,32.91057000,1735694699999,3090036.23215080,3505,6.45632000,606416.91479040,0
1735694700000,93898.14000000,93935.27000000,93819.60000000,93825.86000000,49.91252000,1735694999999,4685273.61730700,5094,14.11355000,1324766.95011320,0
1735695000000,93825.86000000,93989.37000000,93825.86000000,93970.23000000,39.83350000,1735695299999,3741387.41752460,6653,23.38041000,2195930.83835980,0
1735695300000,93970.23000000,93970.24000000,93893.29000000,93922.01000000,29.09079000,1735695599999,2732511.49764770,3658,12.96058000,1217436.91812510,0
1735695600000,93922.01000000,93971.02000000,93917.21000000,93923.14000000,10.05460000,1735695899999,944546.52873480,3707,5.24723000,492923.79704830,0
1735695900000,93923.14000000,93945.25000000,93822.46000000,93854.48000000,19.38102000,1735696199999,1819730.39955310,4903,11.26666000,1057960.61538590,0
1735696200000,93854.47000000,93854.48000000,93578.77000000,93626.10000000,85.86737000,1735696499999,8045254.53526550,11300,20.29466000,1901257.32404820,0
1735696500000,93626.10000000,93645.96000000,93594.42000000,93607.74000000,15.07478000,1735696799999,1411212.15094700,3236,6.50774000,609220.35458770,0
1735696800000,93607.74000000,93779.99000000,93594.56000000,93753.19000000,27.44459000,1735697099999,2571335.52009510,9619,16.67536000,1562291.04459020,0
1735697100000,93753.20000000,93776.34000000,93674.02000000,93682.94000000,22.67176000,1735697399999,2125057.46834970,5094,10.70071000,1002962.70765730,0
1735697400000,93682.94000000,93805.04000000,93676.96000000,93800.00000000,54.60054000,1735697699999,5119260.61794780,5882,47.24544000,4429553.86244020,0
