Open_time,Open_price,High_price,Low_price,Close_price,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_volume,Taker_buy_quote_volume,Ignore
1735689600000,93576.00000000,94509.42000000,92888.00000000,93444.64000000,4666.64329000,1735732799999,437068873.52092440,641338,2348.74300000,220039548.99048330,0
1735732800000,93444.65000000,95151.15000000,93407.07000000,94591.79000000,5706.68284000,1735775999999,538375320.61707390,875218,2998.99348000,282874486.65010740,0
1735776000000,94591.78000000,96876.38000000,94392.00000000,96732.99000000,8850.09712000,1735819199999,846922306.81296830,1066210,4595.05635000,439666406.85581950,0
1735819200000,96733.00000000,97839.50000000,95924.60000000,96984.79000000,13120.39236000,1735862399999,1271489545.86831120,2502869,6320.91351000,612560303.47785220,0
1735862400000,96984.79000000,97342.44000000,96100.01000000,96757.58000000,4688.19334000,1735905599999,453204453.31053430,808251,2345.74662000,226766873.71477150,0
1735905600000,96757.57000000,98976.91000000,96472.43000000,98174.18000000,10565.63602000,1735948799999,1033406315.28025740,2042913,5122.86135000,501020373.18178730,0
1735948800000,98174.17000000,98350.04000000,97532.58000000,97889.39000000,4206.95817000,1735991999999,412262159.95839530,659635,2123.90209000,208138890.54033890,0
1735992000000,97889.40000000,98778.43000000,97514.79000000,98220.50000000,4783.09834000,1736035199999,468961591.67696500,900347,2226.90012000,218385823.59021500,0
1736035200000,98220.51000000,98522.76000000,97600.00000000,97641.63000000,2921.18336000,1736078399999,286443315.38872700,552517,1351.61870000,132542739.29311680,0
1736078400000,97641.62000000,98836.85000000,97276.79000000,98363.61000000,5174.45387000,1736121599999,507488400.56590540,1133282,2526.29115000,247812601.17548680,0
1736121600000,98363.61000000,99892.00000000,97920.00000000,99259.99000000,8457.31501000,1736164799999,838383424.02893070,1504891,4214.33604000,417812816.03438860,0
1736164800000,99259.99000000,102480.00000000,98711.94000000,102235.60000000,16806.11874000,1736207999999,1702178264.74821270,2348811,8325.25930000,843130443.43186760,0
1736208000000,102235.60000000,102724.38000000,100472.45000000,100830.86000000,7085.05869000,1736251199999,720082832.68844440,930101,3116.72258000,316949867.73003770,0
1736251200000,100830.86000000,100960.06000000,96181.81000000,96954.61000000,24974.81668000,1736294399999,2450338827.02879150,3550461,11698.39195000,1147386181.97549680,0
1736294400000,96954.60000000,97268.65000000,94543.86000000,95134.92000000,12592.18911000,1736337599999,1209357767.67734630,1683339,5800.45844000,557142907.94988350,0
1736337600000,95134.92000000,96079.32000000,92500.90000000,95060.61000000,21112.48983000,1736380799999,1996491313.43561570,3487869,10003.39247000,946648420.74942500,0
1736380800000,95060.61000000,95382.32000000,92750.00000000,93465.23000000,12818.39184000,1736423999999,1203896114.86835590,1894561,5713.51929000,536707278.90941210,0
1736424000000,93465.23000000,94685.25000000,91203.67000000,92552.49000000,21726.44501000,1736467199999,2013773772.37704200,4132600,9610.10734000,891104873.36334910,0
1736467200000,92552.49000000,95293.40000000,92431.73000000,95073.95000000,9376.89177000,1736510399999,881772049.41962500,2084605,4828.83927000,454217610.37082980,0
1736510400000,95073.95000000,95836.00000000,92206.02000000,94726.11000000,22105.97247000,1736553599999,2080313293.86407860,3446839,10788.59896000,1015493935.28629740,0
1736553600000,94726.10000000,94791.67000000,93831.73000000,94625.65000000,3275.08476000,1736596799999,308939261.61078770,744263,1517.55003000,143161719.61680080,0
1736596800000,94625.66000000,95050.94000000,93984.55000000,94599.99000000,3772.81954000,1736639999999,356746733.32222230,751928,1894.82668000,179185257.81865450,0
1736640000000,94599.99000000,94699.00000000,93711.19000000,94255.10000000,3081.98303000,1736683199999,290571677.85362260,554390,1349.39834000,127236847.48497790,0
1736683200000,94255.10000000,95450.10000000,93800.00000000,94545.06000000,5524.88319000,1736726399999,522707151.80477230,1104473,2678.93197000,253454922.43346480,0
1736726400000,94545.07000000,95940.00000000,90833.12000000,90851.22000000,16209.04058000,1736769599999,1505739503.16168270,2481164,7064.28547000,657525555.24828450,0
1736769600000,90851.23000000,94727.15000000,89256.69000000,94536.10000000,26410.52365000,1736812799999,2424926631.18577470,3259799,12409.59495000,1140362623.60132340,0
1736812800000,94536.11000000,97371.00000000,94346.22000000,96548.04000000,12157.87109000,1736855999999,1162918110.83076830,1630066,6363.81555000,608822038.88539700,0
1736856000000,96548.04000000,97265.48000000,95351.76000000,96560.86000000,15688.74644000,1736899199999,1513130359.52618210,2902857,7884.88061000,760642072.80809900,0
1736899200000,96560.85000000,97724.96000000,96500.00000000,96762.18000000,9012.53178000,1736942399999,875135166.46739550,1269067,3946.13356000,383213583.34184590,0
1736942400000,96762.19000000,100681.94000000,96539.77000000,100497.35000000,21497.46001000,1736985599999,2131107216.41939910,2218878,11548.04517000,1144514642.96648690,0
1736985600000,100497.35000000,100866.66000000,98617.55000000,99158.71000000,10961.10791000,1737028799999,1091063758.48404890,1285816,5153.94386000,513087666.16549260,0
