Open_time,delta_open_price_ratio,delta_high_price_ratio,delta_low_price_ratio,delta_volume_ratio,delta_quote_asset_volume_ratio,delta_number_of_trades_ratio,delta_taker_buy_base_volume_ratio,delta_taker_buy_quote_volume_ratio,delta_close_price_ratio
1735689780000,0.0013479952124476299,0.0,0.0012506214085259487,-0.403559195145369,-0.4032410319052575,-0.4336867373474695,-0.4602518973544882,-0.4599888522978217,-0.0002576248250440296
1735689960000,-0.00025751813138957824,-0.00025751810390679515,-0.0005817126954310774,1.858537263407457,1.8571254336201894,0.17696926880960792,0.39966592383116617,0.39893387613453296,-0.0007063557391964055
1735690140000,-0.0007047545096227976,-0.0005832744970485009,-0.0011855769230769355,-0.05637284539744401,-0.05684478545846525,0.27581032412965184,0.5733259609409128,0.5722440388630433,-0.0009753039786420491
1735690320000,-0.0009769047746983226,0.00035044665125311293,2.1392884281797058e-07,-0.632407122746286,-0.6325402750735994,0.029169607151258527,-0.10773778595317318,-0.1077915876297782,0.0014503765696819056
1735690500000,0.0014504834980637274,0.0018272150511354846,0.0013466817771706331,0.18405699198728714,0.1865807980060971,0.22857142857142856,0.02173227748600591,0.023953440658565747,0.0018272152462336672
1735690680000,0.0018271082776268749,0.00041224666760164325,0.001920419762014495,0.060403242271949285,0.06120178908189318,-0.18846511627906976,-0.36130389664159496,-0.3608773077201176,0.00041235329031603197
1735690860000,0.00041235329031603197,0.00034144418639340027,-0.0009267045174073027,0.26599278367715634,0.26602100658846867,0.7331499312242091,0.6654481008345046,0.665335399480104,-0.0012526367374768473
1735691040000,-0.0012525302026293544,-0.0014959842084047662,0.00014075667759178587,-0.6223717437577458,-0.6227079047895564,-0.7666666666666667,-0.5639694306038279,-0.5643345800079842,-0.00015776265882660846
1735691220000,-0.00015797597890436857,4.607627457953195e-05,6.711409395966322e-05,-0.3034579638569718,-0.30342725182350216,-0.19671201814058956,-0.3435264766133739,-0.3435162091681566,0.00030159932993088523
1735691400000,0.0003017060474139251,0.0021519401803931455,0.00036915609103822187,1.9760949219105843,1.9802100681997175,4.23923782639379,2.7167157700219655,2.721927109623162,0.00181406306826132
