Open_time,delta_open_price_ratio,delta_high_price_ratio,delta_low_price_ratio,delta_volume_ratio,delta_quote_asset_volume_ratio,delta_number_of_trades_ratio,delta_taker_buy_base_volume_ratio,delta_taker_buy_quote_volume_ratio,delta_close_price_ratio
1735696800000,0.0003391895357784607,-0.004277880448319362,0.0011287955388990434,-0.6292258274049134,-0.6296756069880877,-0.48071690455876587,-0.550078259001259,-0.5507946516932526,0.0024602666403439324
1735704000000,0.0024602666403439324,-0.0017844937661201964,-0.0010103151294263008,-0.018331591677636,-0.019953812721702765,-0.19586141053963743,-0.16074044961133865,-0.16194908817971435,-0.0004904194503635149
1735711200000,-0.0004904194503635149,-0.0014604439413186867,0.0007313368983957717,-0.037727426518804966,-0.03788224594693647,-0.2689132475564636,-0.07770603580393945,-0.07809351096357187,-0.0011506309385382492
1735718400000,-0.0011505243196596414,-0.0004688699360340717,-0.007271473546939731,1.7226158168646282,1.7117068095113246,1.7369941650773268,1.3982279275556648,1.38877707510993,-0.002893127008745434
1735725600000,-0.00289312669992802,-0.0005433251112835456,0.0033588838170700197,-0.5412671220223603,-0.5406900149394394,-0.2586396031543434,-0.46041355701233627,-0.45967033396755513,0.00033806836003447214
1735732800000,0.0003380683238436248,0.0037747153089244664,0.0022217811158799033,0.4298602644144897,0.4348605570169594,0.148452840724024,0.7653640166009356,0.7715178198356675,0.006283078408777597
1735740000000,0.006283077736392719,0.004690789664634282,0.002830727909568183,0.4742901443338255,0.48056992501949986,0.6350126005818146,0.19984915416161989,0.20496161514173758,0.0042664308314553255
1735747200000,0.004266324030697266,-8.465608465608466e-05,0.000954933134396906,-0.2858253031451959,-0.2861789821738197,-0.26183514065380725,-0.32342208733735883,-0.3237661138028001,-0.0030613258466801576
1735754400000,-0.0030614317419324845,0.0035108792278711427,0.0018718884294344066,-0.05341876216483338,-0.050654810855362165,-0.06648270120383239,-0.01576613581935935,-0.01287863420568094,0.005132783500993439
1735761600000,0.005132996487077702,0.003452721496460477,0.006849205696958491,0.26803798004910984,0.2739500345182972,0.039319903048784875,0.2867575081429856,0.2928442549421488,0.0037136307823965055
1735768800000,0.00371352471195343,-0.0016166909175557753,-0.00039997957281168455,-0.2021740041595262,-0.20273239880043725,-0.1865182068564627,-0.3026914683739132,-0.3033211934192499,-0.004071343319033979
1735776000000,-0.004071448606042096,0.00545994350156397,-0.001586596433331218,1.7461694998402348,1.7546629795590831,1.5715549581890722,2.1848803364408784,2.195759813277589,0.0028642020623566547
1735783200000,0.00286441380001515,-0.0022693580133170857,0.004354500381388241,-0.6791855722249563,-0.6792262892539979,-0.6051625239005736,-0.7051770832689334,-0.7053063311330467,0.0015560380305350782
1735790400000,0.001556037866504586,0.007353259060617847,0.0019177657085432574,1.1821398960495073,1.1948174966358405,0.5903717419171058,1.4659465837441354,1.4804104881428362,0.006169329166628452
1735797600000,0.0061692232655940335,-0.00125,0.004160663954374162,-0.40402177527024646,-0.4039146864788554,-0.4062332079527136,-0.38799431545692054,-0.3879527169918247,0.0023590826775212233
1735804800000,0.0023591872838832437,0.009593867334167715,0.0027260420524043536,0.8769152148894215,0.888250683366687,0.71205749268033,0.6731469409520042,0.68336474003238,0.009742126025338594
1735812000000,0.009742020648491929,0.0007904970110494382,0.008672203747279549,-0.25284469449530483,-0.24910682881720111,-0.22752712913155684,-0.3056362548612033,-0.30212239600997576,-0.00023275160246676932
1735819200000,-0.00023264824917976,0.0011527061601599713,-0.00034684551981535296,0.16184008710311446,0.1625143784056913,0.14995874172318716,0.07897423118726753,0.07971455829112037,-0.0028410162861709017
